id,source,pmid,doi,title,authorString,pubYear,pageInfo,affiliation,language,pubModel,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,authMan,epmcAuthMan,nihAuthMan,hasTMAccessionNumbers,dateOfCompletion,dateOfCreation,dateOfRevision,electronicPublicationDate,firstPublicationDate,pmcid,abstractText,hasSuppl,manuscriptId,license,embargoDate
29602492,MED,29602492,10.1016/s1443-9506(18)30099-4,Defining Hypertension - A Storm Across the Pacific.,Jennings GLR.,2018,531-532,"Sydney Health Partners, Sydney, NSW, Australia; Sydney Medical School, University of Sydney, Sydney, NSW, Australia; Baker Heart & Diabetes Institute, Melbourne, Vic, Australia; National Heart Foundation, Australia. Electronic address: garry.jennings@sydney.edu.au.",eng,Print,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-01,2018-03-31,NA,2018-05-01,NA,NA,NA,NA,NA,NA
29672564,MED,29672564,10.1371/journal.pone.0196155,Graphical and statistical analyses of the oculocardiac reflex during a non-invasive intracranial pressure measurement.,"Hamarat Y, Bartusis L, Deimantavicius M, Siaudvytyte L, Januleviciene I, Ragauskas A, Bershad EM, Fandino J, Kienzler J, Remonda E, Matijosaitis V, Rastenyte D, Petrikonis K, Berskiene K, Zakelis R.",2018,e0196155,"Health Telematics Science Institute, Kaunas University of Technology, Kaunas, Lithuania.",eng,Electronic-eCollection,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-20,2018-04-19,2018-04-19,2018-04-19,NA,"This study aimed to examine the incidence of the oculocardiac reflex during a non-invasive intracranial pressure measurement when gradual external pressure was applied to the orbital tissues and eye.Patients (n = 101) and healthy volunteers (n = 56) aged 20-75 years who underwent a non-invasive intracranial pressure measurement were included in this retrospective oculocardiac reflex analysis. Prespecified thresholds greater than a 10% or 20% decrease in the heart rate from baseline were used to determine the incidence of the oculocardiac reflex.None of the subjects had a greater than 20% decrease in heart rate from baseline. Four subjects had a greater than 10% decrease in heart rate from baseline, representing 0.9% of the total pressure steps. Three of these subjects were healthy volunteers, and one was a glaucoma patient.The incidence of the oculocardiac reflex during a non-invasive intracranial pressure measurement procedure was very low and not associated with any clinically relevant effects.",NA,NA,NA,NA
29685148,MED,29685148,10.1186/s12931-018-0776-1,Recurrent inhibition of mitochondrial complex III induces chronic pulmonary vasoconstriction and glycolytic switch in the rat lung.,"Rafikova O, Srivastava A, Desai AA, Rafikov R, Tofovic SP.",2018,69,"Division of Endocrinology, Department of Medicine, The University of Arizona, Tucson, AZ, 85724, USA.",eng,Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-25,2018-04-24,2018-04-23,2018-04-23,NA,"Pulmonary arterial hypertension (PAH) is a fatal disease; however, the mechanisms directly involved in triggering and the progression of PAH are not clear. Based on previous studies that demonstrated a possible role of mitochondrial dysfunction in the pathogenesis of PAH, we investigated the effects of chronic inhibition of mitochondrial function in vivo in healthy rodents.Right ventricle systolic pressure (RVSP) was measured in female rats at baseline and up to 24 days after inhibition of mitochondrial respiratory Complex III, induced by Antimycin A (AA, 0.35 mg/kg, given three times starting at baseline and then days 3 and 6 as a bolus injection into the right atrial chamber).Rodents exposed to AA demonstrated sustained increases in RVSP from days 6 through 24. AA-exposed rodents also possessed a progressive increase in RV end-diastolic pressure but not RV hypertrophy, which may be attributed to either early stages of PAH development or to reduced RV contractility due to inhibition of myocardial respiration. Protein nitration levels in plasma were positively correlated with PAH development in AA-treated rats. This finding was strongly supported by results obtained from PAH humans where plasma protein nitration levels were correlated with markers of PAH severity in female but not male PAH patients. Based on previously reported associations between increased nitric oxide production levels with female gender, we speculate that in females with PAH mitochondrial dysfunction may represent a more deleterious form, in part, due to an increased nitrosative stress development. Indeed, the histological analysis of AA treated rats revealed a strong perivascular edema, a marker of pulmonary endothelial damage. Finally, AA treatment was accompanied by a severe metabolic shift toward glycolysis, a hallmark of PAH pathology.Chronic mitochondrial dysfunction induces the combination of vascular damage and metabolic reprogramming that may be responsible for PAH development. This mechanism may be especially important in females, perhaps due to an increased NO production and nitrosative stress development.",NA,NA,NA,NA
29658439,MED,29658439,10.2174/1573402114666180416161326,"Hypertension and Aortic Stenosis, a Review.","Rassa A, Zahr F.",2018,NA,"Knight Cardiovascular Institute, Oregon Health & Science University, Portland. United States.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-17,2018-04-16,2018-04-16,2018-04-16,NA,"Aortic stenosis is a common form of valvular heart disease which often coexists with hypertension. These diseases represent two distinct forms of left ventricular systolic overload and in combination may be associated with disadvantageous left ventricular remodeling, increased mortality and heart failure. The treatment of hypertension in aortic stenosis remains a challenging problem with limited data to guide clinical practice.We performed a comprehensive online literature review to find relevant published literature on the topic of hypertension and aortic stenosis.In the present manuscript, we review the pathophysiology of aortic stenosis in combination with hypertension and the effects on the left ventricle. We also provide general recommendations for medical therapy for treatment of hypertension in aortic stenosis and review the available data on specific antihypertensive agents in this context.Aortic stenosis and hypertension commonly coexist and significantly impact the diagnosis and classification of aortic stenosis severity and symptoms. Treatment of hypertension among patients with severe aortic stenosis can be challenging. Among specific antihypertensive agents studied in this context, ACE-inhibitors are the most well studied.",NA,NA,NA,NA
29671040,MED,29671040,10.1007/s00134-018-5159-z,Preoperative right heart hemodynamics predict postoperative acute kidney injury after heart transplantation.,"Guven G, Brankovic M, Constantinescu AA, Brugts JJ, Hesselink DA, Akin S, Struijs A, Birim O, Ince C, Manintveld OC, Caliskan K.",2018,NA,"Thoraxcenter, Department of Cardiology, Unit Heart Failure, Heart Transplantation and Mechanical Circulatory Support, Erasmus University Medical Center, Room Ba 577, 's-Gravendijkswal 230, 3015 CE, Rotterdam, The Netherlands.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-20,2018-04-19,2018-04-18,2018-04-18,NA,"Acute kidney injury (AKI) frequently occurs after heart transplantation (HTx), but its relation to preoperative right heart hemodynamic (RHH) parameters remains unknown. Therefore, we aimed to determine their predictive properties for postoperative AKI severity within 30 days after HTx.From 1984 to 2016, all consecutive HTx recipients (n = 595) in our tertiary referral center were included and analyzed for the occurrence of postoperative AKI staged by the kidney disease improving global outcome criteria. The effects of preoperative RHH parameters on postoperative AKI were calculated using logistic regression, and predictive accuracy was assessed using integrated discrimination improvement (IDI), net reclassification improvement (NRI), and area under the receiver operating characteristic curves (AUC).Postoperative AKI occurred in 430 (72%) patients including 278 (47%) stage 1, 66 (11%) stage 2, and 86 (14%) stage 3 cases. Renal replacement therapy (RRT) was administered in 41 (7%) patients. Patients with higher AKI stages had also higher baseline right atrial pressure (RAP; median 7, 7, 8, and in RRT 11 mmHg, p trend = 0.021), RAP-to-pulmonary capillary wedge pressure ratio (median 0.37, 0.36, 0.40, 0.47, p trend = 0.009), and lower pulmonary artery pulsatility index (PAPi) values (median 2.83, 3.17, 2.54, 2.31, p trend = 0.012). Higher RAP and lower PAPi values independently predicted AKI severity [adjusted odds ratio (OR) per doubling of RAP 1.16 (1.02-1.32), p = 0.029; of PAPi 0.85 (0.75-0.96), p = 0.008]. Based on IDI, NRI, and delta AUC, inclusion of these parameters improved the models' predictive accuracy.Preoperative PAPi and RAP strongly predict the development of AKI early after HTx and can be used as early AKI predictors.",NA,NA,NA,NA
29677032,MED,29677032,10.1097/pcc.0000000000001573,Landiolol Hydrochloride Rapidly Controls Junctional Ectopic Tachycardia After Pediatric Heart Surgery.,"Yoneyama F, Tokunaga C, Kato H, Nakajima T, Mathis BJ, Sakamoto H, Hiramatsu Y.",2018,NA,"All authors: Departments of Cardiovascular Surgery, Pediatric Cardiology, and Medical English Communications Center, University of Tsukuba, Tsukuba, Japan.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-21,2018-04-20,2018-04-19,2018-04-19,NA,"Junctional ectopic tachycardia is a supraventricular tachyarrhythmia with atrioventricular dissociation that causes life-threatening postsurgical conditions in pediatric heart patients. This study evaluates the efficacy of landiolol hydrochloride for managing junctional ectopic tachycardia.A single-center retrospective study.PICU at the university hospital.Of 561 pediatric patients who underwent open-heart surgery between 2006 and 2017, 10 patients developed sustained junctional ectopic tachycardia and were selected for landiolol treatment.None.Landiolol decreased mean heart rate significantly from 206.1 ± 14.5 to 158.0 ± 8.6 beats/min within 2 hours after administration (p < 0.01). Mean time to achieve 20% heart rate reduction was 2.1 ± 0.5 hours. Systolic blood pressure between pre and post landiolol administration did not change significantly (72.6 ± 5.9 to 79.7 ± 6.2 mm Hg). Once junctional heart rate was sufficiently suppressed, atrioventricular sequential pacing was introduced to stabilize hemodynamics. Nine of 10 cases (90%) had atrioventricular sequential pacing to maintain appropriate heart rate and restore atrioventricular synchronicity under suppressed junctional heart rate. Subsequently, eight of 10 cases (80%) were converted to regular sinus rhythm within 24 hours after starting landiolol administration. The average time to achieve sinus rhythm conversion was 7.9 ± 3.4 hours.Landiolol rapidly suppresses junctional heart rate in junctional ectopic tachycardia after pediatric heart surgery without significant blood pressure compromises. Subsequent atrioventricular sequential pacing was effective at restoring atrioventricular synchronicity and stabilizing hemodynamics. Combining junctional rate control with landiolol and atrioventricular sequential pacing is therefore suggested as a promising option for prompt management of postoperative junctional ectopic tachycardia.",NA,NA,NA,NA
29668699,MED,29668699,10.1371/journal.pone.0195493,Brief exposure to Swedish snus causes divergent vascular responses in healthy male and female volunteers.,"Antoniewicz L, Novo M, Bosson J, Lundbäck M.",2018,e0195493,"Karolinska Institutet, Department of Clinical Sciences, Division of Internal Medicine, Danderyd Hospital, Stockholm, Sweden.",eng,Electronic-eCollection,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-19,2018-04-18,2018-04-18,2018-04-18,NA,"The use of Swedish oral moist snuff, known as snus, has for a long time been limited to the Scandinavian countries. With declining cigarette sales in the western world, tobacco companies have looked to the development of alternative tobacco products. In 2006 snus products were launched in the US. Even though several studies have demonstrated negative health effects, snus is often depicted as harmless. The aim of the present study was to investigate acute vascular effects of snus as measured by arterial stiffness as well as blood pressure and heart rate.Two separate randomized double-blind crossover studies with the same study design were pooled for analysis. Twenty-nine healthy snus-users (17 females, 12 males) were included. Snus (Göteborgs Rapé) and tobacco free snus (Onico) were administered in a randomized order at two separate visits. Arterial stiffness, blood pressure and heart rate were measured at baseline as well as every five minutes for 40 minutes during exposure. Following snus removal, measurements continued for 30 minutes post exposure. Arterial stiffness was measured using pulse wave velocity (Vicorder) and pulse wave analysis (Sphygmocor).Compared to placebo, snus significantly increased systolic and diastolic blood pressure as well as heart rate, however, only in females (p = 0.004, p = 0.006 and p<0.001 respectively). No changes were seen in arterial stiffness measurements in either gender.We observed an increase in blood pressure and heart rate only in females, but not in males due to snus usage as compared to placebo. This novel finding was surprising and needs to be further investigated considering most of the earlier studies have mainly focused on male snus users and the increasing usage of snus among females.",NA,NA,NA,NA
29695659,MED,29695659,10.1253/circj.cj-18-0171,Effects and Safety of Sodium Glucose Cotransporter 2 Inhibitors in Diabetes Patients With Drug-Refractory Advanced Heart Failure.,"Seo Y, Yamamoto M, Machino-Ohtsuka T, Ishizu T, Aonuma K.",2018,NA,"Department of Cardiology, Faculty of Medicine, University of Tsukuba.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-27,2018-04-26,2018-04-24,2018-04-24,NA,"This study aimed to investigate the effect and safety of sodium glucose cotransporter 2 inhibitors (SGLT2-Is) in patients with drug-refractory heart failure (HF).Methods and Results:In 12 diabetic patients with advanced HF, SGLT2-Is were added to the treatment regimen. At 6 months after administration, improvements in New York Heart Association class and reduction in B-type natriuretic peptide levels were observed, in particular in patients with high right atrial pressure. During follow-up, they had neither cardiac events nor adverse side effects.SGLT2-Is may be useful and safe in diabetic patients with drug-refractory HF, in particular accompanied by right-sided HF.",NA,NA,NA,NA
29680866,MED,29680866,10.1007/s10916-018-0942-5,Toward Hypertension Prediction Based on PPG-Derived HRV Signals: a Feasibility Study.,"Lan KC, Raknim P, Kao WF, Huang JH.",2018,103,"School of Chinese Medicine, China Medical University, Taichung, Taiwan.",eng,Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-23,2018-04-22,2018-04-21,2018-04-21,NA,"Heart rate variability (HRV) is often used to assess the risk of cardiovascular disease, and data on this can be obtained via electrocardiography (ECG). However, collecting heart rate data via photoplethysmography (PPG) is now a lot easier. We investigate the feasibility of using the PPG-based heart rate to estimate HRV and predict diseases. We obtain three months of PPG-based heart rate data from subjects with and without hypertension, and calculate the HRV based on various forms of time and frequency domain analysis. We then apply a data mining technique to this estimated HRV data, to see if it is possible to correctly identify patients with hypertension. We use six HRV parameters to predict hypertension, and find SDNN has the best predictive power. We show that early disease prediction is possible through collecting one's PPG-based heart rate information.",NA,NA,NA,NA
29694277,MED,29694277,10.1152/jn.00459.2017,Inhibition of BDNF signaling in the paraventricular nucleus of the hypothalamus lowers acute stress-induced pressor responses.,"Schaich CL, Wellman TL, Einwag Z, Dutko RA, Erdos B.",2018,NA,"Hypertension & Vascular Research Center, Wake Forest School of Medicine, United States.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-26,2018-04-25,2018-04-25,2018-04-25,NA,"Brain-derived neurotrophic factor (BDNF) expression increases in the paraventricular nucleus of the hypothalamus (PVN) during stress, and our recent studies indicate that BDNF induces sympathoexcitatory and hypertensive responses when injected acutely or overexpressed chronically in the PVN. However, it remained to be investigated whether BDNF is involved in the mediation of stress-induced cardiovascular responses. Here, we tested the hypothesis that inhibition of the high-affinity BDNF receptor TrkB in the PVN diminishes acute stress-induced cardiovascular responses. Male Sprague-Dawley rats were equipped with radiotelemetric transmitters for blood pressure measurement. BDNF-TrkB signaling was selectively inhibited by viral vector-mediated bilateral PVN overexpression of a dominant-negative truncated TrkB receptor (TrkB.T1, n=7), while control animals (n=7) received green fluorescence protein (GFP) expressing vector injections. Rats were subjected to acute water and restraint stress 3-4 weeks after vector injections. We found that body weight, food intake, baseline mean arterial pressure (MAP) and heart rate were unaffected by TrkB.T1 overexpression. However, peak MAP increases were significantly reduced in the TrkB.T1 group compared with GFP both during water stress (GFP: 39{plus minus}2 mmHg; TrkB.T1: 27{plus minus}4 mmHg; p<0.05) and restraint stress (GFP: 41{plus minus}3 mmHg; TrkB.T1: 34{plus minus}2 mmHg; p<0.05). Average MAP elevations during the post-stress period were also significantly reduced following both water and restraint stress in the TrkB.T1 group compared with GFP. In contrast, heart rate elevations to both stressors remained unaffected by TrkB.T1 overexpression. Our results demonstrate that activation of BDNF high-affinity TrkB receptors within the PVN is a major contributor to acute stress-induced blood pressure elevations.",NA,NA,NA,NA
29579585,MED,29579585,10.1016/j.ijcard.2018.01.110,Resting heart rate in late adolescence and long term risk of cardiovascular disease in Swedish men.,"Lindgren M, Robertson J, Adiels M, Schaufelberger M, Åberg M, Torén K, Waern M, Åberg ND, Rosengren A.",2018,109-115,"Department of Molecular and Clinical Medicine, Institute of Medicine, Sahlgrenska Academy, University of Gothenburg, Sahlgrenska University Hospital, SE 416 85 Gothenburg, Sweden. Electronic address: Martin.Lindgren@gu.se.",eng,Print,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-03-27,2018-03-26,NA,2018-05-01,NA,"To investigate the association of resting heart rate (RHR) measured in late adolescence with the long term risk of myocardial infarction (MI), ischemic stroke (IS), heart failure (HF), atrial fibrillation (AF), cardiovascular- and all-cause death.We followed a cohort of Swedish men enrolled for conscription in 1968-2005 (n = 1,008,485; mean age = 18.3 years) until December 2014. Outcomes were collected from the national inpatient - (IPR), outpatient - (OPR) and cause of death registries. Cox proportional hazard models were used to analyze the longitudinal association between RHR and outcomes while adjusting for potential confounders. While we found no independent association between RHR and risk of IS or MI when comparing the highest with the lowest quintile of the RHR distribution, but a positive association persisted between RHR and incident HF (Hazard ratio (HR) = 1.39 [95% confidence interval (CI) = 1.29-1.49]) after adjustment for body mass index (BMI) and blood pressure (BP). In similarly adjusted models, an inverse association was found for AF while there were weaker associations with death from cardiovascular disease (CVD) and all causes (adjusted HR = 1.12 [CI = 1.04-1.21] and 1.20 [CI = 1.17-1.24]). After further adjustment for cardiorespiratory fitness (CRF), the associations persisted for HF (HR = 1.26 [1.17-1.35] for any diagnostic position and HR = 1.43 [1.28-1.60] for HF as a main diagnosis) and for all-cause death (HR 1.09 [1.05-1.12]) but not for CVD death.Adolescent RHR is associated with future risk of HF and death, independently of BP, BMI and CRF, but not with CVD death, MI or IS, suggesting a causal pathway between elevated heart rate and myocardial dysfunction.",NA,NA,NA,NA
29667175,MED,29667175,10.1002/14651858.cd001841.pub3,First-line drugs for hypertension.,"Wright JM, Musini VM, Gill R.",2018,CD001841,"Department of Anesthesiology, Pharmacology and Therapeutics, University of British Columbia, 2176 Health Sciences Mall, Vancouver, BC, Canada, V6T 1Z3.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-19,2018-04-18,2018-04-18,2018-04-18,NA,"This is the first update of a review published in 2009. Sustained moderate to severe elevations in resting blood pressure leads to a critically important clinical question: What class of drug to use first-line? This review attempted to answer that question.To quantify the mortality and morbidity effects from different first-line antihypertensive drug classes: thiazides (low-dose and high-dose), beta-blockers, calcium channel blockers, ACE inhibitors, angiotensin II receptor blockers (ARB), and alpha-blockers, compared to placebo or no treatment.Secondary objectives: when different antihypertensive drug classes are used as the first-line drug, to quantify the blood pressure lowering effect and the rate of withdrawal due to adverse drug effects, compared to placebo or no treatment.The Cochrane Hypertension Information Specialist searched the following databases for randomized controlled trials up to November 2017: the Cochrane Hypertension Specialised Register, the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE (from 1946), Embase (from 1974), the World Health Organization International Clinical Trials Registry Platform, and ClinicalTrials.gov. We contacted authors of relevant papers regarding further published and unpublished work.Randomized trials (RCT) of at least one year duration, comparing one of six major drug classes with a placebo or no treatment, in adult patients with blood pressure over 140/90 mmHg at baseline. The majority (over 70%) of the patients in the treatment group were taking the drug class of interest after one year. We included trials with both hypertensive and normotensive patients in this review if the majority (over 70%) of patients had elevated blood pressure, or the trial separately reported outcome data on patients with elevated blood pressure.The outcomes assessed were mortality, stroke, coronary heart disease (CHD), total cardiovascular events (CVS), decrease in systolic and diastolic blood pressure, and withdrawals due to adverse drug effects. We used a fixed-effect model to to combine dichotomous outcomes across trials and calculate risk ratio (RR) with 95% confidence interval (CI). We presented blood pressure data as mean difference (MD) with 99% CI.The 2017 updated search failed to identify any new trials. The original review identified 24 trials with 28 active treatment arms, including 58,040 patients. We found no RCTs for ARBs or alpha-blockers. These results are mostly applicable to adult patients with moderate to severe primary hypertension. The mean age of participants was 56 years, and mean duration of follow-up was three to five years.High-quality evidence showed that first-line low-dose thiazides reduced mortality (11.0% with control versus 9.8% with treatment; RR 0.89, 95% CI 0.82 to 0.97); total CVS (12.9% with control versus 9.0% with treatment; RR 0.70, 95% CI 0.64 to 0.76), stroke (6.2% with control versus 4.2% with treatment; RR 0.68, 95% CI 0.60 to 0.77), and coronary heart disease (3.9% with control versus 2.8% with treatment; RR 0.72, 95% CI 0.61 to 0.84).Low- to moderate-quality evidence showed that first-line high-dose thiazides reduced stroke (1.9% with control versus 0.9% with treatment; RR 0.47, 95% CI 0.37 to 0.61) and total CVS (5.1% with control versus 3.7% with treatment; RR 0.72, 95% CI 0.63 to 0.82), but did not reduce mortality (3.1% with control versus 2.8% with treatment; RR 0.90, 95% CI 0.76 to 1.05), or coronary heart disease (2.7% with control versus 2.7% with treatment; RR 1.01, 95% CI 0.85 to 1.20).Low- to moderate-quality evidence showed that first-line beta-blockers did not reduce mortality (6.2% with control versus 6.0% with treatment; RR 0.96, 95% CI 0.86 to 1.07) or coronary heart disease (4.4% with control versus 3.9% with treatment; RR 0.90, 95% CI 0.78 to 1.03), but reduced stroke (3.4% with control versus 2.8% with treatment; RR 0.83, 95% CI 0.72 to 0.97) and total CVS (7.6% with control versus 6.8% with treatment; RR 0.89, 95% CI 0.81 to 0.98).Low- to moderate-quality evidence showed that first-line ACE inhibitors reduced mortality (13.6% with control versus 11.3% with treatment; RR 0.83, 95% CI 0.72 to 0.95), stroke (6.0% with control versus 3.9% with treatment; RR 0.65, 95% CI 0.52 to 0.82), coronary heart disease (13.5% with control versus 11.0% with treatment; RR 0.81, 95% CI 0.70 to 0.94), and total CVS (20.1% with control versus 15.3% with treatment; RR 0.76, 95% CI 0.67 to 0.85).Low-quality evidence showed that first-line calcium channel blockers reduced stroke (3.4% with control versus 1.9% with treatment; RR 0.58, 95% CI 0.41 to 0.84) and total CVS (8.0% with control versus 5.7% with treatment; RR 0.71, 95% CI 0.57 to 0.87), but not coronary heart disease (3.1% with control versus 2.4% with treatment; RR 0.77, 95% CI 0.55 to 1.09), or mortality (6.0% with control versus 5.1% with treatment; RR 0.86, 95% CI 0.68 to 1.09).There was low-quality evidence that withdrawals due to adverse effects were increased with first-line low-dose thiazides (5.0% with control versus 11.3% with treatment; RR 2.38, 95% CI 2.06 to 2.75), high-dose thiazides (2.2% with control versus 9.8% with treatment; RR 4.48, 95% CI 3.83 to 5.24), and beta-blockers (3.1% with control versus 14.4% with treatment; RR 4.59, 95% CI 4.11 to 5.13). No data for these outcomes were available for first-line ACE inhibitors or calcium channel blockers. The blood pressure data were not used to assess the effect of the different classes of drugs as the data were heterogeneous, and the number of drugs used in the trials differed.First-line low-dose thiazides reduced all morbidity and mortality outcomes in adult patients with moderate to severe primary hypertension. First-line ACE inhibitors and calcium channel blockers may be similarly effective, but the evidence was of lower quality. First-line high-dose thiazides and first-line beta-blockers were inferior to first-line low-dose thiazides.",NA,NA,NA,NA
29661477,MED,29661477,10.1016/j.ijcard.2018.04.031,Low diastolic blood pressure and adverse outcomes in heart failure with preserved ejection fraction.,"Tsujimoto T, Kajio H.",2018,NA,"Department of Diabetes, Endocrinology, and Metabolism, Center Hospital, National Center for Global Health and Medicine, Tokyo, Japan. Electronic address: ttsujimoto@hosp.ncgm.go.jp.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-18,2018-04-17,2018-04-09,2018-04-09,NA,"It remains unknown whether a low diastolic blood pressure (DBP) increases the risks of cardiovascular events and death in patients with heart failure with preserved ejection fraction (HFpEF).We used data from the TOPCAT trial. The primary outcome was a composite of all-cause death, non-fatal myocardial infarction, non-fatal stroke, or hospitalization for heart failure. Hazard ratios (HRs) were analyzed for DBPs of <60, 60-69, 70-79, and ≥90 mm Hg in comparison with a DBP of 80-89 mm Hg using multivariable Cox proportional hazard models.This study included 3417 patients with HFpEF who had a controlled blood pressure. In the mean follow-up period of 3.0 years, 881 patients experienced at least one confirmed primary outcome event. Compared with patients with a DBP of 80-89 mm Hg, the adjusted HRs for primary outcome events were significantly higher in those with DBPs of <60 mm Hg (HR: 2.19 [95% confidence interval,1.72-2.78]) and 60-69 mm Hg (HR: 1.52 [1.23-1.87]). Similarly, the adjusted HRs for all-cause death, major cardiovascular events, and hospitalization for heart failure, but not stroke, were significantly higher in patients with a DBP of <70 mm Hg. A relationship between a low DBP and adverse outcomes was found in HFpEF patients with a systolic blood pressure of ≥120 mm Hg; however, a low systolic blood pressure with a DBP of ≥70 mm Hg was not associated with these event risks.A low DBP increased the risks of adverse outcomes in patients with HFpEF.",NA,NA,NA,NA
29672186,MED,29672186,10.1080/10641963.2018.1465073,Atherosclerosis of the carotid bulb is associated with the severity of orthostatic hypotension in non-diabetic adult patients: a cross-sectional study.,"Kobayashi Y, Ishiguro H, Fujikawa T, Kobayashi H, Sumida K, Kagimoto M, Okuyama Y, Ehara Y, Katsumata M, Fujita M, Fujiwara A, Saka S, Yatsu K, Hirawa N, Toya Y, Yasuda G, Umemura S, Tamura K.",2018,1-8,"a Division of Nephrology and Hypertension , Saiseikai Yokohamashi Nanbu Hospital , Yokohama , Japan.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-20,2018-04-19,2018-04-19,2018-04-19,NA,"The carotid bulb has a high density of baroreceptors that play an important role in maintaining blood pressure. We hypothesized that atherosclerosis of the carotid bulb would reflect the severity of orthostatic hypotension more accurately than would atherosclerosis of other carotid artery segments.This cross-sectional study included 198 non-diabetic adults. We measured the cardio-vascular ankle index as an index of arterial stiffness, intima-media thickness in each carotid artery segment (internal carotid artery, carotid bulb, distal and proximal portions, respectively, of the common carotid artery) as a measure of atherosclerosis, and heart rate variability as a measure of cardiac autonomic function. The sit-to-stand test was used to assess severity of orthostatic hypotension.Intima-media thickness of the carotid bulb was correlated with orthostatic systolic blood pressure change (r = -0.218, p = 0.002), cardio-ankle vascular index (r = 0.365, p < 0.001) and heart rate variability parameters. Multivariate regression analysis revealed that among all of the segments, only intima-media thickness of the carotid bulb was an independent predictor of orthostatic systolic blood pressure change (p = 0.022).Atherosclerosis of the carotid bulb was associated with severity of orthostatic hypotension, arterial stiffening and cardiac autonomic dysfunction than that of other carotid artery segments.",NA,NA,NA,NA
29694317,MED,29694317,10.7334/psicothema2017.200,Psychophysiological response to social stressors: Relevance of sex and age.,"Pulopulos MM, Hidalgo V, Puig-Pérez S, Salvador A.",2018,171-176,"Ghent University, University of Valencia.",eng,Print,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-26,2018-04-25,NA,2018-05-01,NA,"Understanding the factors involved in the psychophysiological response of people in acute stressful situations is crucial to the prevention and treatment of stress-related health problems. We aim to integrate the results of studies investigating the role of sex and age in the inter-individual variability in several biomarkers of the stress response.We summarize the main findings of our research group and other laboratories regarding sex and age-related differences in the psychophysiological response to psychosocial stress.Sex-related differences in the stress response are observed in blood pressure and cortisol, but not in heart rate, heart rate variability, or salivary alpha-amylase. Additionally, age may explain differences in cortisol levels and basal sympathetic nervous system activity.The results highlight the importance of taking sex and age into account in order to understand the stress response and its possible negative effects on health.",NA,NA,NA,NA
29635242,MED,29635242,10.1159/000487203,Pulmonary Catherization Data Correlate Poorly with Renal Function in Heart Failure.,"Masha L, Stone J, Stone D, Zhang J, Sheng L.",2018,183-191,"Section of Cardiology, The University of Texas Health Science Center at Houston, Houston, Texas, USA.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-11,2018-04-10,2018-04-10,2018-04-10,NA,"The mechanisms of renal dysfunction in heart failure are poorly understood. We chose to explore the relationship of cardiac filling pressures and cardiac index (CI) in relation to renal dysfunction in advanced heart failure.To determine the relationship between renal function and cardiac filling pressures using the United Network of Organ Sharing (UNOS) pulmonary artery catherization registry.Patients over the age of 18 years who were listed for single-organ heart transplantation were included. Exclusion criteria included a history of mechanical circulatory support, previous transplantation, any use of renal replacement therapy, prior history of malignancy, and cardiac surgery, amongst others. Correlations between serum creatinine (SCr) and CI, pulmonary capillary wedge pressure (PCWP), pulmonary artery systolic pressure (PASP), and pulmonary artery diastolic pressure (PADP) were assessed by Pearson correlation coefficients and simple linear regression coefficients.Pearson correlation coefficients between SCr and PCWP, PASP, and PADP were near zero with values of 0.1, 0.07, and 0.08, respectively (p < 0.0001). A weak negative correlation coefficient between SCr and CI was found (correlation coefficient, -0.045, p = 0.027). In a subgroup of young patients unlikely to have noncardiac etiologies, no significant correlations between these values were identified.These findings suggest that, as assessed by pulmonary artery catherization, none of the factors - PCWP, PASP, PADP, or CI - play a prominent role in cardiorenal syndromes.",NA,NA,NA,NA
